Category,Review
1,"fathers and sons , and the uneasy bonds between them , rarely have received such a sophisticated and unsentimental treatment on the big screen as they do in this marvelous film ."
1,"last orders nurtures the multi-layers of its characters , allowing us to remember that life's ultimately a gamble and last orders are to be embraced . it's affecting , amusing , sad and reflective ."
1,"a slight but sweet film ."
0,"none of these characters resembles anyone you've ever met in real life , unless you happen to know annoyingly self-involved people who speak in glib sentences that could have only come from the pen of a screenwriter ."
1,"writer/director walter hill is in his hypermasculine element here , once again able to inject some real vitality and even art into a pulpy concept that , in many other hands would be completely forgettable ."
1,"it is a happy , heady jumble of thought and storytelling , an insane comic undertaking that ultimately coheres into a sane and breathtakingly creative film ."
1,"this new time machine is hardly perfect… yet it proves surprisingly serviceable . even at its worst , it's not half-bad ."
1,"almost everyone growing up believes their family must look like " the addams family " to everyone looking in . . . " my big fat greek wedding " comes from the heart . . ."
0,"will only satisfy those who can't tell the difference between the good , the bad and the ugly ."
1,"george lucas returns as a visionary with a tale full of nuance and character dimension ."
0,"at times , however , dogtown and z-boys lapses into an insider's lingo and mindset that the uninitiated may find hard to follow , or care about ."
1,"can be viewed as pure composition and form -- film as music"
0,"rather quickly , the film falls into a soothing formula of brotherly conflict and reconciliation ."
0,"screenwriters scott abbott and michael petroni have turned rice's complex akasha into a cartoon monster ."
0,"bad beyond belief and ridiculous beyond description ."
1,"it's a treat watching shaw , a british stage icon , melting under the heat of phocion's attentions ."
0,"the new faces are interesting , but the old story isn't , especially when it starts to seem more improvised than scripted ."
1,"all in all , an interesting look at the life of the campaign-trail press , especially ones that don't really care for the candidate they're forced to follow ."
1,"narc is a no-bull throwback to 1970s action films . it zips along with b-movie verve while adding the rich details and go-for-broke acting that heralds something special ."
0,"liman , of swingers and go , makes his big-budget action film debut something of a clunker as he delivers a long , low-heat chase , interrupted by a middling car chase ."
0,". . . surprisingly inert for a movie in which the main character travels back and forth between epochs ."
1,"it's a strange film , one that was hard for me to warm up to ."
0,"dreary , highly annoying . . . 'some body' will appeal to no one ."
0,"a prison comedy that never really busts out of its comfy little cell ."
0,"the problem with concept films is that if the concept is a poor one , there's no saving the movie . sorry , charlie"
1,"unexpected moments of authentically impulsive humor are the hallmark of this bittersweet , uncommonly sincere movie that portrays the frank humanity of…emotional recovery ."
1,"jacquot has filmed the opera exactly as the libretto directs , ideally capturing the opera's drama and lyricism ."
0,"blessed with immense physical prowess he may well be , but ahola is simply not an actor . and in truth , cruel as it may sound , he makes arnold schwarzenegger look like spencer tracy ."
1,"this is a sincerely crafted picture that deserves to emerge from the traffic jam of holiday movies ."
1,"i liked it because it was so endlessly , grotesquely , inventive ."
0,"shocking only in that it reveals the filmmaker's bottomless pit of self-absorption ."
1,"audiard successfully maintains suspense on different levels throughout a film that is both gripping and compelling ."
0,"this pep-talk for faith , hope and charity does little to offend , but if saccharine earnestness were a crime , the film's producers would be in the clink for life ."
1,"this is dicaprio's best performance in anything ever , and easily the most watchable film of the year ."
0,"if this is the danish idea of a good time , prospective tourists might want to consider a different destination -- some jolly country embroiled in a bloody civil war , perhaps ."
1,"witherspoon puts to rest her valley-girl image , but it's dench who really steals the show ."
0,"formula 51 is so trite that even yu's high-energy action stylings can't break through the stupor ."
1,"even when there are lulls , the emotions seem authentic , and the picture is so lovely toward the end . . . you almost don't notice the 129-minute running time ."
1,"while dutifully pulling on heartstrings , directors dean deblois and chris sanders valiantly keep punching up the mix ."
0,"when the painted backdrops in a movie are more alive than its characters , you know you're in trouble ."
1,"ambitious , unsettling psychodrama that takes full , chilling advantage of its rough-around-the-edges , low-budget constraints ."
0,"[two] fairly dull -- contrasting and interlocking stories about miserable scandinavian settlers in 18th-century canada , and yuppie sailboaters in the here and now ."
1,"eric byler's nuanced pic avoids easy sentiments and explanations . . ."
1,"when it's not wallowing in hormonal melodrama , " real women have curves " is a sweet , honest , and enjoyable comedy-drama about a young woman who wants many things in life , but fears she'll become her mother before she gets to fulfill her dreams ."
0,"though ganesh is successful in a midlevel sort of way , there's nothing so striking or fascinating or metaphorically significant about his career as to rate two hours of our attention ."
1,"the film runs on a little longer than it needs to -- muccino either doesn't notice when his story ends or just can't tear himself away from the characters -- but it's smooth and professional ."
0,"this may be the dumbest , sketchiest movie on record about an aspiring writer's coming-of-age ."
1,"blithely anachronistic and slyly achronological ."
1,"this starts off with a 1950's doris day feel and it gets very ugly , very fast . the first five minutes will have you talking 'til the end of the year !"
1,"triumph of love is a very silly movie , but the silliness has a pedigree ."
1,"discursive but oddly riveting documentary ."
0,"the kids often appear to be reading the lines and are incapable of conveying any emotion ."
1,"the movie has no respect for laws , political correctness or common decency , but it displays something more important : respect for its flawed , crazy people ."
0,"" men in black ii , " has all the earmarks of a sequel . the story is less vibrant , the jokes are a little lukewarm , but will anyone really care ?"
0,"sucking all the 'classic' out of robert louis stevenson's treasure island and filling the void with sci-fi video game graphics and disney-fied adolescent angst . . ."
1,"an undeniably gorgeous , terminally smitten document of a troubadour , his acolytes , and the triumph of his band ."
0,"this 72-minute film does have some exciting scenes , but it's a tad slow ."
1,"this cinema verite speculation on the assassination of john f . kennedy may have been inspired by blair witch , but it takes its techniques into such fresh territory that the film never feels derivative ."
0,"while super troopers is above academy standards , its quintet of writers could still use some more schooling ."
1,"a coming-of-age movie that hollywood wouldn't have the guts to make ."
0,"the low-budget full frontal was one of the year's murkiest , intentionally obscure and self-indulgent pictures , and solaris is its big-budget brother ."
1,"it is quite a vision ."
0,"the plot is very clever , but boyd weighs it down with too many characters and events , all intertwined and far too complicated to keep track of ."
1,"there are laughs aplenty , and , as a bonus , viewers don't have to worry about being subjected to farts , urine , feces , semen , or any of the other foul substances that have overrun modern-day comedies ."
0,"the film seems all but destined to pop up on a television screen in the background of a scene in a future quentin tarantino picture"
1,"a bittersweet drama about the limbo of grief and how truth-telling can open the door to liberation ."
0,"a free-for-all of half-baked thoughts , clumsily used visual tricks and self-indulgent actor moments ."
0,"apallingly absurd . . . the chemistry or lack thereof between newton and wahlberg could turn an imax theater into a 9 " black and white portable tv ."
1,"salma goes native and she's never been better in this colorful bio-pic of a mexican icon ."
1,"as chilling and fascinating as philippe mora's modern hitler-study , snide and prejudice ."
0,"must-see viewing for anyone involved in the high-tech industry . others may find it migraine-inducing , despite moore's attempts at whimsy and spoon feeding ."
0,"despite its good nature and some genuinely funny moments , super troopers suffers from a bad case of arrested development ."
1,"no worse a film than breaking out , and breaking out was utterly charming ."
0,"i watched the brainless insanity of no such thing with mounting disbelief ."
1,"parker cannot sustain the buoyant energy level of the film's city beginnings into its country conclusion"
0,"this limp gender-bender-baller from a first-time director and rookie screenwriter steals wholesale from that 1982's tootsie , forgetting only to retain a single laugh ."
0,"kwan makes the mix-and- match metaphors intriguing , while lulling us into torpor with his cultivated allergy to action ."
1,"deflated ending aside , there's much to recommend the film ."
0,"i loved looking at this movie . i just didn't care as much for the story ."
1,"performances all around are tops , with the two leads delivering oscar-caliber performances ."
0,"has all the poignancy of a hallmark card and all the comedy of a gallagher stand-up act ."
0,"fear dot com is so rambling and disconnected it never builds any suspense ."
0,"a gorgeous , somnolent show that is splendidly mummified and thoroughly unsurprising ."
1,"it's an interesting effort ( particularly for jfk conspiracy nuts ) , and barry's cold-fish act makes the experience worthwhile ."
0,"the film apparently takes place in a fantasy world where people in hotel hallways recite poetry in voice-over instead of speaking to each other ."
1,"brings awareness to an issue often overlooked -- women's depression ."
0,"the element of surprise might be the only thing femme fatale has going for it ."
1,"it's a shame the marvelous first 101 minutes have to be combined with the misconceived final 5 ."
1,"it has a caffeinated , sloppy brilliance , sparkling with ideas you wish had been developed with more care , but animated by an energy that puts the dutiful efforts of more disciplined grade-grubbers to shame ."
0,"maybe it's asking too much , but if a movie is truly going to inspire me , i want a little more than this ."
0,"a graceless , witless attempt at mating some like it hot with the wwii espionage thriller ."
0,"the story and characters are nowhere near gripping enough ."
0,"based on a david leavitt story , the film shares that writer's usual blend of observant cleverness , too-facile coincidence and slightly noxious preciousness ."
0,"to enjoy this movie's sharp dialogue and delightful performance by jolie and burns , you have to gloss over the no sense ending ."
0,"this is a great subject for a movie , but hollywood has squandered the opportunity , using it as a prop for warmed-over melodrama and the kind of choreographed mayhem that director john woo has built his career on ."
1,"if this movie leaves you cool , it also leaves you intriguingly contemplative ."
0,"ecks this one off your must-see list ."
0,"the irwins emerge unscathed , but the fictional footage is unconvincing and criminally badly acted ."
1,"all comedy is subversive , but this unrelenting bleak insistence on opting out of any opportunity for finding meaning in relationships or work just becomes sad ."
0,"it's not thirsty , consuming passion which drives this movie . no , it's the repetition of said behavior , and so children of the century is more mindless love than mad , more grating and boring than anything else ."
1,"if a horror movie's primary goal is to frighten and disturb , then they works spectacularly well . . . a shiver-inducing , nerve-rattling ride ."
0,"just because it really happened to you , honey , doesn't mean that it's interesting to anyone else ."
1,"a playful iranian parable about openness , particularly the need for people of diverse political perspectives to get along despite their ideological differences ."
0,"just like the deli sandwich : lots of ham , lots of cheese , with a sickly sweet coating to disguise its excrescence until just after ( or during ) consumption of its second half ."
0,"every so often a movie comes along that confirms one's worse fears about civilization as we know it . the new guy is one of them ."
0,"this isn't a " friday " worth waiting for ."
1,"personal velocity has a no-frills docu-dogma plainness , yet miller lingers on invisible , nearly psychic nuances , leaping into digressions of memory and desire . she boxes these women's souls right open for us ."
0,"if this movie belonged to a sorority , it would be called beta alpha delta ."
1,"throughout , mr . audiard's direction is fluid and quick ."
0,"not a cheap slasher flick , as the subject matter would suggest , but is a little like a nature film , showing a patient predator and his foolish prey ."
0,"uneasy mishmash of styles and genres ."
1,". . . flat-out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters , delicious dialogue and a wide supply of effective sight gags ."
1,"the trials of henry kissinger is a remarkable piece of filmmaking … because you get it ."
1,"nachtwey clears the cynicism right out of you . he makes you realize that deep inside righteousness can be found a tough beauty ."
0,"secret ballot is too contemplative to be really funny ."
1,"what it lacks in substance it makes up for in heart ."
0,"myers never knows when to let a gag die ; thus , we're subjected to one mind-numbingly lengthy riff on poo and pee jokes after another ."
1,"genuinely unnerving ."
0,"a great ending doesn't make up for a weak movie , and crazy as hell doesn't even have a great ending ."
0,"its over-reliance on genre conventions , character types and formulaic conflict resolutions crushes all the goodwill it otherwise develops ."
0,"a mostly tired retread of several other mob tales ."
1,"will you go ape over this movie ? well , it probably won't have you swinging from the trees hooting it's praises , but it's definitely worth taking a look ."
0,"i wish i could say " thank god it's friday " , but the truth of the matter is i was glad when it was over ."
1,"its director's most substantial feature for some time ."
0,"nothing about it fits ."
0,"as it abruptly crosscuts among the five friends , it fails to lend the characters' individual stories enough dramatic resonance to make us care about them ."
1,". . . a visually seductive , unrepentantly trashy take on rice's second installment of her vampire chronicles ."
1,"the story's scope and pageantry are mesmerizing , and mr . day-lewis roars with leonine power ."
0,"consider the title's clunk-on-the-head that suggests the overtime someone put in to come up with an irritatingly unimaginative retread concept ."
0,"the movie quickly drags on becoming boring and predictable . i tried to read the time on my watch ."
1,"twenty years later , e . t . is still a cinematic touchstone ."
0,"johnson has , in his first film , set himself a task he is not nearly up to ."
1,"it's virtually impossible to like any of these despicable characters ."
0,"ultimately the project comes across as clinical , detached , uninvolving , possibly prompting audience members to wonder , 'what's the point ? '"
1,"this is mostly well-constructed fluff , which is all it seems intended to be ."
0,"the two leads are almost good enough to camouflage the dopey plot , but so much naturalistic small talk , delivered in almost muffled exchanges , eventually has a lulling effect ."
0,"the film meant well in its horse tale about freedom , but wasn't able to reach the heart because it was too overbearing ."
1,"the best way to describe it is as a cross between paul thomas anderson's magnolia and david lynch's mulholland dr ."
1,"schepisi , aided by a cast that seems to include every top-notch british actor who did not appear in gosford park ( as well as one , ms . mirren , who did ) , has succeeded beyond all expectation ."
0,"once the audience figure out what's being said , the filmmaker's relative passivity will make it tough for them to really care ."
1,"lejos del paraíso es al mismo tiempo una fiesta para los ojos y oídos y un movilizador cuadro de personajes enfrentados a sus propios deseos , miedos y prejuicios ."
1,"there is no denying the power of polanski's film . . ."
0,"the premise for this kegger comedy probably sounded brilliant four six-packs and a pitcher of margaritas in , but the film must have been written . . . in the thrall of a vicious hangover ."
1,"the movie is amateurish , but it's a minor treat ."
1,"this charming but slight tale has warmth , wit and interesting characters compassionately portrayed ."
1,"offers a persuasive look at a defeated but defiant nation in flux ."
1,"'interesante y disfrutable trabajo gracias a que prescinde del clásico elemento estadounidense patriotero y manipulador . '"
1,"a return to pure disney magic and is enjoyable family fare ."
0,"has something to say . . . but it is a statement and issue worthy of a much more thoughtfulness and insight than a melodramatic and wholly predictable thriller ."
0,"bears is bad . not 'terrible filmmaking' bad , but more like , 'i once had a nightmare like this , and it's now coming true' bad ."
1,"gosling creates a staggeringly compelling character , a young man whose sharp intellect is at the very root of his contradictory , self-hating , self-destructive ways ."
0,"as is most commonly case with projects such noble and lofty ambitions , the film is less poetic than simply pretentious ."
1,"witty and often surprising , a dark little morality tale disguised as a romantic comedy ."
1,"got a david lynch jones ? then you'd do well to check this one out because it's straight up twin peaks action . . ."
1,"astonishing . . . [frames] profound ethical and philosophical questions in the form of dazzling pop entertainment ."
0,"extreme oops - oops , ops , no matter how you spell it , it's still a mistake to go see it ."
0,"what will , most likely , turn out to be the most repellent movie of 2002 ."
1,"one of the very best movies ever made about the life of moviemaking ."
0,". . . too dull to enjoy ."
1,"an elegant and sly deadpan comedy ."
0,"here's a self-congratulatory 3d imax rah-rah ."
1,"the way the roundelay of partners functions , and the interplay within partnerships and among partnerships and the general air of gator-bashing are consistently delightful ."
1,"land , people and narrative flow together in a stark portrait of motherhood deferred and desire explored ."
0,"a sophomoric exploration of 'life problems' most people solved long ago -- or at least got tired of hearing people kvetch about ."
1,"'blue crush' swims away with the sleeper movie of the summer award ."
0,"it's all very cute , though not terribly funny if you're more than six years old ."
0,"the impact of the armenian genocide is diluted by too much stage business in the modern day ."
1,"a chick flick for guys ."
1,"it's mildly entertaining , especially if you find comfort in familiarity . but it's hardly a necessary enterprise ."
0,"going to the website may be just as fun ( and scary ) as going to the film ."
1,"the quiet american isn't a bad film , it's just one that could easily wait for your pay per view dollar ."
0,"lacking gravitas , macdowell is a placeholder for grief , and ergo this sloppy drama is an empty vessel . leave these flowers unpicked -- they're dead on the vine ."
1,"like an episode of mtv's undressed , with 20 times the creativity but without any more substance . . . indulgently entertaining but could have and should have been deeper ."
0,"de niro may enjoy the same free ride from critics afforded to clint eastwood in the lazy bloodwork . but like bruce springsteen's gone-to-pot asbury park , new jersey , this sad-sack waste of a movie is a city of ruins ."
1,"deliciously slow ."
0,"no , it's not nearly as good as any of its influences ."
1,"a sensitive , cultivated treatment of greene's work as well as a remarkably faithful one ."
1,"it's not just a feel-good movie , it's a feel movie . you feel good , you feel sad , you feel pissed off , but in the end , you feel alive - which is what they did ."
1,"it's a piece of handiwork that shows its indie tatters and self-conscious seams in places , but has some quietly moving moments and an intelligent subtlety ."
0,"city by the sea is the cinematic equivalent of defensive driving : it's careful , conscientious and makes no major mistakes . but what saves lives on the freeway does not necessarily make for persuasive viewing ."
0,"the marquis de sade couldn't have been as dull a person as this film makes him out to be ."
0,"what could have been a neat little story about believing in yourself is swamped by heavy-handed melodrama ."
1,"a meditation on faith and madness , frailty is blood-curdling stuff ."
1,"the production design , score and choreography are simply intoxicating ."
0,"a bigger holiday downer than your end-of-year 401 ( k ) statement ."
1,"so vivid a portrait of a woman consumed by lust and love and crushed by betrayal that it conjures up the intoxicating fumes and emotional ghosts of a freshly painted rembrandt ."
0,"it will probably prove interesting to ram dass fans , but to others it may feel like a parody of the mellow , peace-and-love side of the '60s counterculture ."
1,"a beautifully tooled action thriller about love and terrorism in korea ."
0,"showtime is closer to slowtime ."
1,"smart , funny and just honest enough to provide the pleasures of a slightly naughty , just-above-average off- broadway play ."
1,"topics that could make a sailor blush - but lots of laughs ."
0,"fans of the tv series will be disappointed , and everyone else will be slightly bored ."
1,"michael moore has perfected the art of highly entertaining , self-aggrandizing , politically motivated documentary-making , and he's got as potent a topic as ever here ."
0,"the only element of suspense is whether the movie will change titles or distributors again before the closing credits roll ."
0,"barely goes beyond comic book status ."
0,"it's disappointing when filmmakers throw a few big-name actors and cameos at a hokey script ."
1,"the film is a fierce dance of destruction . its flame-like , roiling black-and-white inspires trembling and gratitude ."
0,"an eccentric little comic/thriller deeply in love with its own quirky personality ."
1,"a riveting documentary ."
1,"may lack the pungent bite of its title , but it's an enjoyable trifle nonetheless ."
1,". . . manages to fall closer in quality to silence than to the abysmal hannibal ."
1,"you may think you have figured out the con and the players in this debut film by argentine director fabian bielinsky , but while you were thinking someone made off with your wallet ."
0,"the movie is obviously a labour of love so howard appears to have had free rein to be as pretentious as he wanted ."
0,"passably entertaining but also mechanical and joyless ."
1,"a fantastic premise anchors this movie , but what it needs is either a more rigid , blair witch-style commitment to its mockumentary format , or a more straightforward , dramatic treatment , with all the grandiosity that that implies ."
1,"exhilarating but blatantly biased ."
1,"much of what we see is horrible but it's also undeniably exceedingly clever ."
1,"it understands , in a way that speaks forcefully enough about the mechanisms of poverty to transcend the rather simplistic filmmaking ."
0,"it's push-the-limits teen comedy , the type written by people who can't come up with legitimate funny , and it's used so extensively that good bits are hopelessly overshadowed ."
1,"ramsay succeeds primarily with her typical blend of unsettling atmospherics , delivering a series of abrasive , stylized sequences that burn themselves upon the viewer's memory ."
0,"it's too long , too repetitive , and takes way too many years to resolve to be a total winner ."
1,"like its bizarre heroine , it irrigates our souls ."
1,"hawn and sarandon form an acting bond that makes the banger sisters a fascinating character study with laughs to spare ."
0,"mr . wedge and mr . saldanha handle the mix of verbal jokes and slapstick well . their film falters , however , in its adherence to the disney philosophy of required poignancy , a salute that i'd hoped the movie would avoid ."
1,"it's a fun adventure movie for kids ( of all ages ) that like adventure ."
0,"leaves you with a knot in your stomach , its power is undercut by its own head-banging obviousness ."
0,"watching it is rather like an overlong visit from a large group of your relatives . as your relatives swap one mundane story after another , you begin to wonder if they are ever going to depart ."
1,"because the genre is well established , what makes the movie fresh is smart writing , skewed characters , and the title performance by kieran culkin ."
1,"" white oleander , " the movie , is akin to a reader's digest condensed version of the source material ."
1,"it's like going to a house party and watching the host defend himself against a frothing ex-girlfriend . you don't want to call the cops . you want to call domino's ."
0,"the only thing that could possibly make them less interesting than they already are is for them to get full montied into a scrappy , jovial team ."
1,"the low-key direction is pleasingly emphatic in this properly intense , claustrophobic tale of obsessive love ."
0,". . . this movie has a glossy coat of action movie excess while remaining heartless at its core ."
0,"murder by numbers is like a couple of mediocre tv-movie -of-the-week films clumsily stuck together ."
0,"warmed-over tarantino by way of wannabe elmore leonard ."
1,"this isn't a stand up and cheer flick ; it's a sit down and ponder affair . and thanks to kline's superbly nuanced performance , that pondering is highly pleasurable ."
0,"[sen's] soap opera-ish approach undermines his good intentions ."
0,"showtime is one of the hapless victims of the arrogant " if we put together a wry white man and a chatty black man and give them guns , the movie will be funny " syndrome ."
0,"sushi for the connoisseurs of the macabre ."
1,"this one is not nearly as dreadful as expected . in fact , it's quite fun in places ."
0,"don't waste your money ."
1,"with elements cribbed from lang's metropolis , welles' kane , and eisenstein's potemkin , the true wonder of rintarô's metropolis is the number of lasting images all its own ."
1,"a biopic about crane's life in the classic tradition but evolves into what has become of us all in the era of video ."
0,"there aren't many laughs in this interesting study of the cultural mores of georgian jews in tel aviv ."
1,"the best of the pierce brosnan james bond films to date ."
0,"there's not enough to sustain the comedy ."
1,"while the now 72-year-old robert evans been slowed down by a stroke , he has at least one more story to tell : his own ."
1,"it's about individual moments of mood , and an aimlessness that's actually sort of amazing ."
0,"you're better off staying home and watching the x-files ."
0,"chaotic , self-indulgent and remarkably ugly to look at , it's . . . like a series of pretentiously awful student films strung together into one feature-length horror ."
1,"creeps you out in high style , even if nakata did it better ."
0,"this is the type of movie best enjoyed by frat boys and college kids while sucking on the bong and downing one alcoholic beverage after another ."
0,"friday after next has the same problem that next friday did -- it's called where's chris tucker when you need him ?"
0,"this film is full of rabbits . brimful . but like most rabbits , it seems to lack substance ."
1,"despite a quieter middle section , involving aragorn's dreams of arwen , this is even better than the fellowship . there are scenes of cinematic perfection that steal your heart away ."
0,"no number of fantastic sets , extras , costumes and spectacular locales can disguise the emptiness at the center of the story ."
1,"the obnoxious title character provides the drama that gives added clout to this doc ."
1,"an enjoyable experience ."
1,"the fun of the movie is the chance it affords to watch jackson , who also served as executive producer , take his smooth , shrewd , powerful act abroad ."
0,"the movie makes absolutely no sense . its underlying mythology is a hodgepodge of inconsistencies that pose the question : since when did dumb entertainment have to be this dumb ?"
0,"the problem with this film is that it's forced to make its characters idiots in order to advance the plot . had anyone here done anything remotely intelligent , we all could have stopped watching long ago ."
0,"despite the authenticity of the trappings , the film is overblown in its plotting , hackneyed in its dialogue and anachronistic in its style ."
0,"the journey toward redemption feels more like a cinematic experiment than a full-blown movie ."
0,"that zhang would make such a strainingly cute film -- with a blind orphan at its center , no less -- indicates where his ambitions have wandered ."
1,"[russell] makes good b movies ( the mask , the blob ) , and the scorpion king more than ably meets those standards ."
0,"the gantzes' interviews tend to let the guys off the hook ."
1,"otto-sallies has a real filmmaker's eye ."
0,"the streets , shot by cinematographer michael ballhaus , may be as authentic as they are mean , but it is nearly impossible to care about what happens on them ."
1,"this is a smart movie that knows its classical music , knows its freud and knows its sade ."
0,"this is a good movie in spurts , but when it doesn't work , it's at important times ."
1,"the film has an infectious enthusiasm and we're touched by the film's conviction that all life centered on that place , that time and that sport ."
1,"beautifully reclaiming the story of carmen and recreating it an in an african idiom ."
0,"a tv episode inflated past its natural length ."
1,"a flawed but engrossing thriller ."
1,"demonstrates the unusual power of thoughtful , subjective filmmaking ."
1,"this is the kind of subject matter that could so easily have been fumbled by a lesser filmmaker , but ayres makes the right choices at every turn ."
0,"the unceasing sadism is so graphically excessive , the director just ends up exposing his own obsession ."
1,"cox creates a fluid and mesmerizing sequence of images to match the words of nijinsky's diaries ."
1,"what bloody sunday lacks in clarity , it makes up for with a great , fiery passion ."
0,"it's drained of life in an attempt to be sober and educational , and yet it's so devoid of realism that its lack of whistles and bells just makes it obnoxious and stiff ."
1,"its adult themes of familial separation and societal betrayal are head and shoulders above much of the director's previous popcorn work ."
0,"suffocated at conception by its munchausen-by-proxy mum . punish the vehicle to adore the star ."
1,"director nancy savoca's no-frills record of a show forged in still-raw emotions captures the unsettled tenor of that post 9-11 period far better than a more measured or polished production ever could ."
0,"even if britney spears is really cute , her movie is really bad ."
1,"the film grows on you . and how ."
0,"usually when i get this much syrup , i like pancakes to go with it ."
0,"all the necessary exposition prevents the picture from rising above your generic sand 'n' sandal adventure ."
0,"gangs of new york is an unapologetic mess , whose only saving grace is that it ends by blowing just about everything up ."
1,"the most wondrous love story in years , it is a great film ."
0,"an overblown clunker full of bad jokes , howling cliches and by-the-numbers action sequences ."
0,"without a strong script and energetic acting , dogma films can produce the same sleep-inducing effects as watching your neighbor's home videos ."
1,"my wife is an actress works as well as it does because [the leads] are such a companionable couple ."
0,"a mild , reluctant , thumbs down ."
1,"with spy kids 2 : the island of lost dreams , however , robert rodriguez adorns his family-film plot with an elegance and maturity that even most contemporary adult movies are lacking ."
0,"strong setup and ambitious goals fade as the film descends into unsophisticated scare tactics and b-film thuggery ."
1,"based on dave barry's popular book of the same name , the movie benefits from having a real writer plot out all of the characters' moves and overlapping story ."
0,"a cinematic sleeping pill of impressive potency ."
1,". . . a series of tales told with the intricate preciseness of the best short story writing ."
1,"this filmed tosca -- not the first , by the way -- is a pretty good job , if it's filmed tosca that you want . i'll stay with the stage versions , however , which bite cleaner , and deeper ."
0,"with generic sets and b-grade special effects , jason is about as convincing on the sci-fi front as tv's defunct cleopatra 2525 ."
1,"an engaging criminal romp that will have viewers guessing just who's being conned right up to the finale ."
0,"not sweet enough to liven up its predictable story and will leave even fans of hip-hop sorely disappointed ."
1,"it asks nothing of the audience other than to sit back and enjoy a couple of great actors hamming it up ."
0,"oft-described as the antidote to american pie-type sex comedies , it actually has a bundle in common with them , as the film diffuses every opportunity for a breakthrough"
1,"it is as uncompromising as it is nonjudgmental , and makes clear that a prostitute can be as lonely and needy as any of the clients ."
0,"the pacing is glacial , the screenplay is stiff as a board , and things heat up only in the movie's final scenes ."
1,"'barbershop " is a good-hearted ensemble comedy with a variety of quirky characters and an engaging story ."
0,"the premise is overshadowed by the uberviolence of the clericks as this becomes just another kung-fu sci-fi movie with silly action sequences ."
0,"with its hints of a greater intelligence lurking somewhere , the ring makes its stupidity more than obvious . it's painful ."
1,"tully is in many ways the perfect festival film : a calm , self-assured portrait of small town regret , love , duty and friendship that appeals to the storytelling instincts of a slightly more literate filmgoing audience ."
1,"i like this movie a lot . i like that smith , he's not making fun of these people , he's not laughing at them ."
1,"a glorious mess ."
0,"an atonal estrogen opera that demonizes feminism while gifting the most sympathetic male of the piece with a nice vomit bath at his wedding ."
1,"'what's the russian word for wow ! ? '"
1,"kiarostami has crafted a deceptively casual ode to children and managed to convey a tiny sense of hope ."
0,"writer/director john mckay ignites some charming chemistry between kate and jed but , when he veers into sodden melodrama , punctuated by violins , it's disastrous and kate's jealous female friends become downright despicable ."
1,"what lee does so marvelously compelling is present brown as a catalyst for the struggle of black manhood in restrictive and chaotic america . . . sketchy but nevertheless gripping portrait of jim brown , a celebrated wonder in the spotlight"
1,"murder by numbers' isn't a great movie , but it's a perfectly acceptable widget ."
1,"what [denis] accomplishes in his chilling , unnerving film is a double portrait of two young women whose lives were as claustrophic , suffocating and chilly as the attics to which they were inevitably consigned ."
1,"a well-done film of a self-reflexive , philosophical nature ."
1,"texan director george ratliff had unlimited access to families and church meetings , and he delivers fascinating psychological fare ."
1,"the rich performances by friel -- and especially williams , an american actress who becomes fully english -- round out the square edges ."
0,"'abandon all hope , ye who enter here' . . . you should definitely let dante's gloomy words be your guide ."
1,"the new insomnia is a surprisingly faithful remake of its chilly predecessor , and when it does elect to head off in its own direction , it employs changes that fit it well rather than ones that were imposed for the sake of commercial sensibilities ."
1,"a film in a class with spike lee's masterful do the right thing ."
0,"a grim , flat and boring werewolf movie that refuses to develop an energy level ."
1,"jagger , stoppard and director michael apted . . . deliver a riveting and surprisingly romantic ride ."
0,"birot's directorial debut ( she co-wrote the script with christophe honoré ) isn't so much bad as it is bland ."
0,"watching the film is like reading a times portrait of grief that keeps shifting focus to the journalist who wrote it ."
0,"enough similarities to gymkata and howie long's firestorm that my fingernails instinctively crawled towards my long-suffering eyeballs ."
1,"whatever one makes of its political edge , this is beautiful filmmaking from one of french cinema's master craftsmen ."
0,"succeeds in providing a disquiet world the long-dreaded completion of the police academy series ."
1,"mama africa pretty much delivers on that promise . it does give you a peek . the main problem being that it's only a peek ."
1,"roman polanski's autobiographical gesture at redemption is better than 'shindler's list' - it is more than merely a holocaust movie ."
0,"if this dud had been made in the '70s , it would have been called the hills have antlers and played for about three weeks in drive-ins ."
0,"a frantic search for laughs , with a hit-to-miss ratio that doesn't exactly favour the audience ."
1,"the work of an artist tormented by his heritage , using his storytelling ability to honor the many faceless victims ."
0,"just how extreme are these ops ? i regret to report that these ops are just not extreme enough ."
0,"hardly makes the kind of points egoyan wanted to make , nor does it exist as the kind of monument he wanted to build , to victims whose voices have never gained the ears of the world ."
1,"director charles stone iii applies more detail to the film's music than to the story line ; what's best about drumline is its energy ."
0,"rainy days and movies about the disintegration of families always get me down ."
1,"a heroic tale of persistence that is sure to win viewers' hearts ."
0,". . . has about 3/4th the fun of its spry 2001 predecessor — but it's a rushed , slapdash , sequel-for-the-sake- of-a-sequel with less than half the plot and ingenuity ."
1,"it's all a rather shapeless good time . . ."
1,"has far more energy , wit and warmth than should be expected from any movie with a " 2 " at the end of its title ."
0,"the master of disaster - it's a piece of dreck disguised as comedy ."
1,"a little better than sorcerer's stone ."
1,"a chilling movie without oppressive gore ."
